UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment,CleanedTweet
1797,46749,"Brooklyn, NY",13-03-2020,#Covid_19 this is the reality in #Brooklyn after the #StateOfEmergency people using luggage to carry the entire supermarket... #newyork ?? https://t.co/32uHFQMap1,Neutral,"['covid19', 'reality', 'brooklyn', 'stateofemergency', 'people', 'using', 'luggage', 'carry', 'entire', 'supermarket', 'newyork']"
1798,46750,?,13-03-2020,My brother told me he went to the supermarket yesterday almost had to Knock someone out LMFAOOO literally my reaction below #coronapocalypse #Covid_19 https://t.co/rT619JAgo0,Neutral,"['brother', 'told', 'went', 'supermarket', 'yesterday', 'almost', 'knock', 'someone', 'lmfaooo', 'literally', 'reaction', 'coronapocalypse', 'covid19']"
1799,46751,Sri Lanka,13-03-2020,"#Colombo looks like a typical working day except for the school kids, almost akin to a Satuday morning! Supermarket shelves are full again as seen thru windows. You can go panic buying again if u want. ? JK! Dont!!!
#lka #srilanka #Covid_19",Positive,"['colombo', 'looks', 'like', 'typical', 'working', 'day', 'except', 'school', 'kids', 'almost', 'akin', 'satuday', 'morning', 'supermarket', 'shelves', 'full', 'seen', 'thru', 'windows', 'go', 'panic', 'buying', 'u', 'want', 'jk', 'dont', 'lka', 'srilanka', 'covid19']"
1800,46752,Ambition ,13-03-2020,"Coronavirus exposes where our trust lies . Our reaction to Shut downs only points out Where our heart lies . Is youre trust in the government or the job you work , or the ability to get up and go to the grocery store? Or is it God who fights youre battles &amp; Wins. #coronavirus",Positive,"['coronavirus', 'exposes', 'trust', 'lies', 'reaction', 'shut', 'downs', 'points', 'heart', 'lies', 'you\x92re', 'trust', 'government', 'job', 'work', 'ability', 'get', 'go', 'grocery', 'store', 'god', 'fights', 'you\x92re', 'battles', 'amp', 'wins', 'coronavirus']"
1801,46753,"Dryden, NY",13-03-2020,"Well, as long as I didnt contract #Covid_19 while at the crowded grocery store tonight, I should be good to not the leave the house for a few weeks. Fortunately I didnt need soup. https://t.co/OqngV1WukH",Extremely Positive,"['well', 'long', 'didn\x92t', 'contract', 'covid19', 'crowded', 'grocery', 'store', 'tonight', 'good', 'leave', 'house', 'weeks', 'fortunately', 'didn\x92t', 'need', 'soup']"
1802,46754,"Dublin City, Ireland",13-03-2020,"The fight for the white gold is real and is probably coming to a supermarket near you!

#Covid_19 #CoronaOutbreak #CoronavirusPandemic #toiletpapercrisis #toiletpaperapocalypse https://t.co/L4lwihTmuE",Negative,"['fight', 'white', 'gold', 'real', 'probably', 'coming', 'supermarket', 'near', 'covid19', 'coronaoutbreak', 'coronaviruspandemic', 'toiletpapercrisis', 'toiletpaperapocalypse']"
1803,46755,Melbourne,13-03-2020,First time in a week my local supermarket has had a delivery of loo paper. They brought over a security guard to supervise the unloading. (Seriously!!!). Im not taking any chances on the way home. I feel like Ive won lotto ?????#Covid_19 #ToiletPaperEmergency https://t.co/ABS4RGnkUO,Extremely Positive,"['first', 'time', 'week', 'local', 'supermarket', 'delivery', 'loo', 'paper', 'brought', 'security', 'guard', 'supervise', 'unloading', 'seriously', 'i\x92m', 'taking', 'chances', 'way', 'home', 'feel', 'like', 'i\x92ve', 'lotto', 'covid19', 'toiletpaperemergency']"
1804,46756,La La Land ,13-03-2020,Isnt it weird to come back from a chaotic grocery store to see your fave influencer on IG talk about something you should buy? I almost died getting canned goods- take a break! #Covid_19,Extremely Negative,"['isn\x92t', 'weird', 'come', 'back', 'chaotic', 'grocery', 'store', 'see', 'fave', 'influencer', 'ig', 'talk', 'something', 'buy', 'almost', 'died', 'getting', 'canned', 'goods', 'take', 'break', 'covid19']"
1805,46757,"Atlanta, GA",13-03-2020,"Is there a hashtag for helping folks who WEREN'T able to go to the grocery store &amp; get 3 carts of food?

Have any major grocery stores spoken on helping communities &amp; making food available to those who are furloughed, going w/o pay rn?

#COVID_19
#Coronavirus
#CoronavirusPandemic",Positive,"['hashtag', 'helping', 'folks', 'werent', 'able', 'go', 'grocery', 'store', 'amp', 'get', '3', 'carts', 'food', 'major', 'grocery', 'stores', 'spoken', 'helping', 'communities', 'amp', 'making', 'food', 'available', 'furloughed', 'going', 'wo', 'pay', 'rn', 'covid19', 'coronavirus', 'coronaviruspandemic']"
1806,46758,"Santa Monica, CA",13-03-2020,About to walk into a grocery store and shop for myself like some kind of peasant! ? #Covid_19 really fucking has me going to the grocery store when I shouldn't be cuz people are panicking and overwhelming Instacart. #TheStruggleIsReal #CoronavirusInLA,Negative,"['walk', 'grocery', 'store', 'shop', 'like', 'kind', 'peasant', 'covid19', 'really', 'fucking', 'going', 'grocery', 'store', 'shouldnt', 'cuz', 'people', 'panicking', 'overwhelming', 'instacart', 'thestruggleisreal', 'coronavirusinla']"
1807,46759,"Washington, DC",13-03-2020,"@BBCWorld Precautions to take for #Coronavirus: 
1- Use cologne (kolonya). 
2- Stop entering the houses with shoes.
3- Do spring cleaning.
4- Food etc.Get the products as much as you need. 
5- Follow the warnings. And don't panic. 
#Coronaviru",Extremely Negative,"['bbcworld', 'precautions', 'take', 'coronavirus', '1', 'use', 'cologne', 'kolonya', '2', 'stop', 'entering', 'houses', 'shoes', '3', 'spring', 'cleaning', '4', 'food', 'etcget', 'products', 'much', 'need', '5', 'follow', 'warnings', 'dont', 'panic', 'coronaviru']"
1808,46760,"Spring, TX",13-03-2020,"Shame all the hoarders and panic shoppers! Shame them in the stores, shame them online, shame them in the streets!#coronapocalypse #Covid_19 #QuarantineAndChill #shopping",Extremely Negative,"['shame', 'hoarders', 'panic', 'shoppers', 'shame', 'stores', 'shame', 'online', 'shame', 'streetscoronapocalypse', 'covid19', 'quarantineandchill', 'shopping']"
1809,46761,"Pardaillan, France",13-03-2020,"Pound continues to fall against the dollar and euro. Lost nearly 10% since mid February.

Looks like the perfect storm of #brexit and #coronavirus will cause a sharp increase in prices in the shops once the effect works through over the next few weeks.",Extremely Positive,"['pound', 'continues', 'fall', 'dollar', 'euro', 'lost', 'nearly', '10', 'since', 'mid', 'february', 'looks', 'like', 'perfect', 'storm', 'brexit', 'coronavirus', 'cause', 'sharp', 'increase', 'prices', 'shops', 'effect', 'works', 'next', 'weeks']"
1810,46762,Toronto,13-03-2020,"if people were truly afraid of COVID-19, they wouldn't be packed into every Grocery Store/food wholesaler for hours on end like sardines in a tin can
#covid19Canada #Covid_19 #CoronaOutbreak #COVID19 #FridayThe13th #COVID19toronto",Extremely Positive,"['people', 'truly', 'afraid', 'covid19', 'wouldnt', 'packed', 'every', 'grocery', 'storefood', 'wholesaler', 'hours', 'end', 'like', 'sardines', 'tin', 'covid19canada', 'covid19', 'coronaoutbreak', 'covid19', 'fridaythe13th', 'covid19toronto']"
1811,46763,"London, United Kingdom",13-03-2020,"@TullowOilplc looks unlikely to recover in 2020. The collapse of the Opec+ alliance and the growing threat of #Covid_19 mean greater market volatility will likely push crude prices to new lows, writes @charles_waine 
https://t.co/OVjyp9j839",Extremely Negative,"['tullowoilplc', 'looks', 'unlikely', 'recover', '2020', 'collapse', 'opec', 'alliance', 'growing', 'threat', 'covid19', 'mean', 'greater', 'market', 'volatility', 'likely', 'push', 'crude', 'prices', 'new', 'lows', 'writes', 'charleswaine']"
1812,46764,NC,13-03-2020,"@9to5toys Except @amazon is telling their employees not to work due to COVID-19, so you might be getting that next month. If you need it soon, just gonna have to go old school and buy it at a retail store",Neutral,"['9to5toys', 'except', 'amazon', 'telling', 'employees', 'work', 'due', 'covid19', 'might', 'getting', 'next', 'month', 'need', 'soon', 'gon', 'na', 'go', 'old', 'school', 'buy', 'retail', 'store']"
1813,46765,United Kingdom,13-03-2020,#ITV #Vera opening scene a supermarket full of goods.....How long before we see that again? #Covid_19,Neutral,"['itv', 'vera', 'opening', 'scene', 'supermarket', 'full', 'goodshow', 'long', 'see', 'covid19']"
1814,46766,Fillory,13-03-2020,"In the COVID-19 pandemic, lots of folks who work retail and lots of small businesses -- including fan-run businesses -- are struggling. If you're a fan of #TheMagicians and you or your business has been affected, reply with a link to your online store or patreon ?",Positive,"['covid19', 'pandemic', 'lots', 'folks', 'work', 'retail', 'lots', 'small', 'businesses', 'including', 'fanrun', 'businesses', 'struggling', 'youre', 'fan', 'themagicians', 'business', 'affected', 'reply', 'link', 'online', 'store', 'patreon']"
1815,46767,Wisconsin & U.P. Michigan,13-03-2020,"If you are over the age of 65 &amp; need errands run to the grocery store, etc, but are afraid of being exposed to the #coronavirus, call one of our offices with your name &amp; phone#. We will contact you to receive your instructions for assistance. Call 715-735-3700 or 920-434-2400.",Negative,"['age', '65', 'amp', 'need', 'errands', 'run', 'grocery', 'store', 'etc', 'afraid', 'exposed', 'coronavirus', 'call', 'one', 'offices', 'name', 'amp', 'phone', 'contact', 'receive', 'instructions', 'assistance', 'call', '7157353700', '9204342400']"
1816,46768,Twitterland ,13-03-2020,"Keep an eye for bargains ??

example: ( trips from New York to Miami for $51 or other bargains out there )

Keep an eye on prices, don't buy over the top essential items. Many online sellers will try to rip you off. 

#Covid_19",Positive,"['keep', 'eye', 'bargains', 'example', 'trips', 'new', 'york', 'miami', '51', 'bargains', 'keep', 'eye', 'prices', 'dont', 'buy', 'top', 'essential', 'items', 'many', 'online', 'sellers', 'try', 'rip', 'covid19']"
1817,46769,Mumbai,13-03-2020,"Americans Stock Up On Food as #Covid_19 Concerns Rise
#CoronavirusPandemic #UnitedStates https://t.co/6mFNAUP9Eh",Neutral,"['americans', 'stock', 'food', 'covid19', 'concerns', 'rise', 'coronaviruspandemic', 'unitedstates']"
1818,46770,,13-03-2020,The line up at 12.39am Saturday morning at Coles Supermarket. I hate to think what the next few days are going to bring! #panickbuying #coronavirusaustralia #coronavirus #Covid_19 #covid19australia https://t.co/NrN9mFQ323,Negative,"['line', '1239am', 'saturday', 'morning', 'coles', 'supermarket', 'hate', 'think', 'next', 'days', 'going', 'bring', 'panickbuying', 'coronavirusaustralia', 'coronavirus', 'covid19', 'covid19australia']"
1819,46771,"Hyderabad, India",13-03-2020,"#BlackFriday We need @narendramodi ji and @nsitharaman to intervene and now .. the way we are handling #Covid_19 we need to handle economy in the same manner 

1) Scrap LTCG
2)Slash Fuel prices by 10.. give more money in the hands of the people 
3)Monetary &amp; Fiscal stimulus",Negative,"['blackfriday', 'need', 'narendramodi', 'ji', 'nsitharaman', 'intervene', 'way', 'handling', 'covid19', 'need', 'handle', 'economy', 'manner', '1', 'scrap', 'ltcg', '2slash', 'fuel', 'prices', '10', 'give', 'money', 'hands', 'people', '3monetary', 'amp', 'fiscal', 'stimulus']"
1820,46772,"Long Island, NY",13-03-2020,The many ppl stocking up on water jugs at the grocery store today got me thinking: do you think youself to be within the top 10% of most intelligent Americans? #Covid_19 #coronapocalypse #CoronaOutbreak #corona #panicbuying,Extremely Positive,"['many', 'ppl', 'stocking', 'water', 'jugs', 'grocery', 'store', 'today', 'got', 'thinking', 'think', 'youself', 'within', 'top', '10', 'intelligent', 'americans', 'covid19', 'coronapocalypse', 'coronaoutbreak', 'corona', 'panicbuying']"
1821,46773,"Rhode Island, USA",13-03-2020,Data doesn't lie - You may want to plan a shopping trip?! Americans Stock Up On Food as COVID-19 Concerns Rise https://t.co/Id5qtElbTH,Positive,"['data', 'doesnt', 'lie', 'may', 'want', 'plan', 'shopping', 'trip', 'americans', 'stock', 'food', 'covid19', 'concerns', 'rise']"
1822,46774,,13-03-2020,#Americans stock up on #food as #COVID spreads https://t.co/fy3TqDAL58 https://t.co/aTOjpwdIFt,Neutral,"['americans', 'stock', 'food', 'covid', 'spreads']"
1823,46775,"Flagstaff, AZ",13-03-2020,"TARGET CEO:
Were keeping our stores open, for the American consumer who is rapidly stocking up on supplies.
#Covid_19 #CoronavirusOutbreak",Neutral,"['target', 'ceo', '\x93we\x92re', 'keeping', 'stores', 'open', 'american', 'consumer', 'rapidly', 'stocking', 'supplies\x94', 'covid19', 'coronavirusoutbreak']"
1824,46776,,13-03-2020,"Il #coronavirus colpisce maggiormente i polmoni ma destabilizza anche altri organi 

#quartogrado https://t.co/wBZVDMr16z",Neutral,"['il', 'coronavirus', 'colpisce', 'maggiormente', 'polmoni', 'destabilizza', 'anche', 'altri', 'organi', 'quartogrado']"
1825,46777,,13-03-2020,While you're out there buying up all the Walmart &amp; grocery store inventory. Consider buying a UV light... Google that ?#FeatureFriday #CoronaOutbreak #Covid_19 https://t.co/Jwv9IDlqMw,Neutral,"['youre', 'buying', 'walmart', 'amp', 'grocery', 'store', 'inventory', 'consider', 'buying', 'uv', 'light', 'google', 'featurefriday', 'coronaoutbreak', 'covid19']"
1826,46778,"New Brunswick, Canada",13-03-2020,"While youre out there hoarding OUTRAGEOUS amounts of canned foods, pasta and TP maybe consider taking a bag to your local food bank and help someone who can hardly afford food for their families let alone to stock pile it #justathought #covid19Canada #Covid_19",Negative,"['you\x92re', 'hoarding', 'outrageous', 'amounts', 'canned', 'foods', 'pasta', 'tp', 'maybe', 'consider', 'taking', 'bag', 'local', 'food', 'bank', 'help', 'someone', 'hardly', 'afford', 'food', 'families', 'let', 'alone', 'stock', 'pile', 'justathought', 'covid19canada', 'covid19']"
1827,46779,,13-03-2020,Are people panic buying cat food too? i'll find out today. ? #Covid_19 #CoronaVirusCanada,Negative,"['people', 'panic', 'buying', 'cat', 'food', 'ill', 'find', 'today', 'covid19', 'coronaviruscanada']"
1828,46780,NYC,13-03-2020,"#Covid_19 wasn't real for most Americans until the stock market crashed. 

Once that happened.. kid's school cancelled indefinitely, all sports at national and local level cancelled &amp; shelves at every supermarket in the area emptied. 

The stock market is the national conscience.",Negative,"['covid19', 'wasnt', 'real', 'americans', 'stock', 'market', 'crashed', 'happened', 'kids', 'school', 'cancelled', 'indefinitely', 'sports', 'national', 'local', 'level', 'cancelled', 'amp', 'shelves', 'every', 'supermarket', 'area', 'emptied', 'stock', 'market', 'national', 'conscience']"
1829,46781,United Kingdom,13-03-2020,Toilet roll prices have sky rocketed or currently unavailable because of the Corona virus #Covid_19 #panicbuying ?? https://t.co/wkg4cHKMqQ,Neutral,"['toilet', 'roll', 'prices', 'sky', 'rocketed', 'currently', 'unavailable', 'corona', 'virus', 'covid19', 'panicbuying']"
1830,46782,Malvern,13-03-2020,"Felt a bit helpless about what I could do to help my gran during Covid-19, so I'll be ordering her weekly shopping online for her (shes not great with computers). You could hear the relief in her voice when I suggest it. Look after your vulnerable ones when and where you can x",Negative,"['felt', 'bit', 'helpless', 'could', 'help', 'gran', 'covid19', 'ill', 'ordering', 'weekly', 'shopping', 'online', 'shes', 'great', 'computers', 'could', 'hear', 'relief', 'voice', 'suggest', 'look', 'vulnerable', 'ones', 'x']"
1831,46783,Made in Canada,13-03-2020,"Stock a few bottles of #Quash 100% natural hand sanitizer spray 4 your desk home purse or travel -flight (spray TV screen, food tray etc.) Lab proven to kill toughest germs viruses Available https://t.co/PHybAU8cfB
#Covid_19 #Coronavirus #panicbuying https://t.co/jIdYTbrApZ",Negative,"['stock', 'bottles', 'quash', '100', 'natural', 'hand', 'sanitizer', 'spray', '4', 'desk', 'home', 'purse', 'travel', 'flight', 'spray', 'tv', 'screen', 'food', 'tray', 'etc', 'lab', 'proven', 'kill', 'toughest', 'germs', 'viruses', 'available', 'covid19', 'coronavirus', 'panicbuying']"
1832,46784,Toronto,13-03-2020,He is using companies traded on the stock market to help him with the problem to boast their stock prices. But not explaining how ppl will be able to pay for testing and treatment. The Okie Doke. Sad.. @SymoneDSanders #Covid_19 @karaswisher,Extremely Negative,"['using', 'companies', 'traded', 'stock', 'market', 'help', 'problem', 'boast', 'stock', 'prices', 'explaining', 'ppl', 'able', 'pay', 'testing', 'treatment', 'okie', 'doke', 'sad', 'symonedsanders', 'covid19', 'karaswisher']"
1833,46785,Toronto,13-03-2020,Nothing about the levels of interest charged on items such as credit cards etc.  Debt is killing the consumer.  Lowe interest rates only going to make housing more expensive. Still no real solutions.. Smh. #Covid_19 #CoronaVirusCanada #stimuluspackage #cdnpoli,Negative,"['nothing', 'levels', 'interest', 'charged', 'items', 'credit', 'cards', 'etc', 'debt', 'killing', 'consumer', 'lowe', 'interest', 'rates', 'going', 'make', 'housing', 'expensive', 'still', 'real', 'solutions', 'smh', 'covid19', 'coronaviruscanada', 'stimuluspackage', 'cdnpoli']"
1834,46786,,13-03-2020,"@realDonaldTrump @CDCgov @realDonaldTrump &amp; #Republicans have no grounds to stand on Politicizing #Coronavirus or attacking @JoeBiden @BarackObama or any #Democrats. Trump cant contain panic buying food, hand sanitizer, toilet paper ? or test for #C",Extremely Negative,"['realdonaldtrump', 'cdcgov', 'realdonaldtrump', 'amp', 'republicans', 'grounds', 'stand', 'politicizing', 'coronavirus', 'attacking', 'joebiden', 'barackobama', 'democrats', 'trump', 'can\x92t', 'contain', 'panic', 'buying', 'food', 'hand', 'sanitizer', 'toilet', 'paper', 'test', 'c']"
1835,46787,West Coast,13-03-2020,"Unbelievable, I saw this at my local grocery store:
#COVID2019 #coronavirus #toiletpapercrisis https://t.co/BBBzq8wqm5",Positive,"['unbelievable', 'saw', 'local', 'grocery', 'store', 'covid2019', 'coronavirus', 'toiletpapercrisis']"
1836,46788,"California, USA",13-03-2020,"Everyone is talking about how people are panicking buying, but have you ever thought this is what life looks like when people have time to go to the grocery store instead of working 5-6 days a week. 
#California #BBQ #Spring #Timeoff #Covid_19",Positive,"['everyone', 'talking', 'people', 'panicking', 'buying', 'ever', 'thought', 'life', 'looks', 'like', 'people', 'time', 'go', 'grocery', 'store', 'instead', 'working', '56', 'days', 'week', 'california', 'bbq', 'spring', 'timeoff', 'covid19']"
1837,46789,Bangalore/Delhi,13-03-2020,"Overheard at the supermarket: 

A: Let's pick 10 of those. Hurry up! 
B: Stop behaving like it's the zombie apocalypse.

Me: Let the Hunger Games begin. 

#Covid_19 #PanicRoom #Bangalore",Negative,"['overheard', 'supermarket', 'lets', 'pick', '10', 'hurry', 'b', 'stop', 'behaving', 'like', 'zombie', 'apocalypse', 'let', 'hunger', 'games', 'begin', 'covid19', 'panicroom', 'bangalore']"
1838,46790,"Bidar, India",13-03-2020,"Don't panic, take Precautions. Follow Indian Namaste to Greet Everyone, Follow Indian Food System &amp; Indian Yoga. Keep Yourself Positive by Keep Immunity power Strong. Many Doctors, researchers doing their best 
Hope Soon Get Vaccination &amp; Globe overcome This.@PMOIndia
#Covid_19 https://t.co/sxdNz4mZYJ",Extremely Positive,"['dont', 'panic', 'take', 'precautions', 'follow', 'indian', 'namaste', 'greet', 'everyone', 'follow', 'indian', 'food', 'system', 'amp', 'indian', 'yoga', 'keep', 'positive', 'keep', 'immunity', 'power', 'strong', 'many', 'doctors', 'researchers', 'best', 'hope', 'soon', 'get', 'vaccination', 'amp', 'globe', 'overcome', 'thispmoindia', 'covid19']"
1839,46791,,13-03-2020,"People are crazy going to the supermarket. You can get everything you need at Home Depot or Lowe's, water, soap, beef jerky, energy drinks, gum and a hammer to beat people with to take their groceries. #Covid_19 #CoronaOutbreak",Positive,"['people', 'crazy', 'going', 'supermarket', 'get', 'everything', 'need', 'home', 'depot', 'lowes', 'water', 'soap', 'beef', 'jerky', 'energy', 'drinks', 'gum', 'hammer', 'beat', 'people', 'take', 'groceries', 'covid19', 'coronaoutbreak']"
1840,46792,Anywhere you aren't.,13-03-2020,"Every retail store and restaurant that I subscribe to has sent me an email about their plans to combat COVID-19 by protecting their employees &amp; patrons along with maintaining a clean environment. Until I hear from Waffle House, I won't be impressed.",Extremely Positive,"['every', 'retail', 'store', 'restaurant', 'subscribe', 'sent', 'email', 'plans', 'combat', 'covid19', 'protecting', 'employees', 'amp', 'patrons', 'along', 'maintaining', 'clean', 'environment', 'hear', 'waffle', 'house', 'wont', 'impressed']"
1841,46793,"Los Angeles, CA",13-03-2020,"My girl goes to the store to stock up on some food..

Comes home with 3 parsnips, 40 carrots and some tea..?

????? 

#coronavirus #COVID2019 #Covid_19 #coronapocalypse #COVID19US",Neutral,"['girl', 'goes', 'store', 'stock', 'food', 'comes', 'home', '3', 'parsnips', '40', 'carrots', 'tea', 'coronavirus', 'covid2019', 'covid19', 'coronapocalypse', 'covid19us']"
1842,46794,Netherlands,13-03-2020,"Empty shelves in my local supermarket. A traffic jam in the parking lot. No shopping carts available. This normally NEVER happens during a weekday, especially not this early. #coronavirus #corona #Covid_19 #CoronaOutbreak #Friday13th https://t.co/l6VOyp1NNa",Negative,"['empty', 'shelves', 'local', 'supermarket', 'traffic', 'jam', 'parking', 'lot', 'shopping', 'carts', 'available', 'normally', 'never', 'happens', 'weekday', 'especially', 'early', 'coronavirus', 'corona', 'covid19', 'coronaoutbreak', 'friday13th']"
1843,46795,"Stockton, CA",13-03-2020,"Music for a day when you are trapped by civil panic over the Trump plan to insure anyone with brown skin will die directly or indirectly from #Covid_19 taking poor people of any skin color to the grave because they have no access to food or medical care
https://t.co/jdhX5boclX",Extremely Negative,"['music', 'day', 'trapped', 'civil', 'panic', 'trump', 'plan', 'insure', 'anyone', 'brown', 'skin', 'die', 'directly', 'indirectly', 'covid19', 'taking', 'poor', 'people', 'skin', 'color', 'grave', 'access', 'food', 'medical', 'care']"
1844,46796,Variable and irregular.,13-03-2020,"Overheard in the supermarket: ""Maddysyn! If you don't behave, I'm going to send you to school!""

#panicbuying #coronapocalypse #shopping #supermarkets #Covid_19 #brats",Neutral,"['overheard', 'supermarket', 'maddysyn', 'dont', 'behave', 'im', 'going', 'send', 'school', 'panicbuying', 'coronapocalypse', 'shopping', 'supermarkets', 'covid19', 'brats']"
1845,46797,,13-03-2020,"Grocery store employees should get bonuses during times like these.  They are putting their health at risk, working very hard and dealing with a panicked population. Grocery stores are making a lot of money rt. This is not business as usual. Treat your employees right. #Covid_19",Positive,"['grocery', 'store', 'employees', 'get', 'bonuses', 'times', 'like', 'putting', 'health', 'risk', 'working', 'hard', 'dealing', 'panicked', 'population', 'grocery', 'stores', 'making', 'lot', 'money', 'rt', 'business', 'usual', 'treat', 'employees', 'right', 'covid19']"
1846,46798,philippines,13-03-2020,Arrived in Ayala earlier today where people were already bulk buying sa supermarket. Kulbaan mn ta ninyo uie #Covid_19,Neutral,"['arrived', 'ayala', 'earlier', 'today', 'people', 'already', 'bulk', 'buying', 'sa', 'supermarket', 'kulbaan', 'mn', 'ta', 'ninyo', 'uie', 'covid19']"
1847,46799,London...,13-03-2020,@0Calamity @RebelEmG @ArgyleLoz Just been looking on eBay.. Jesus wept... People are selling  pasta &amp; other foodstuffs at exorbitant prices... Just plain Me Me Meism...  #Covid_19,Negative,"['0calamity', 'rebelemg', 'argyleloz', 'looking', 'ebay', 'jesus', 'wept', 'people', 'selling', 'pasta', 'amp', 'foodstuffs', 'exorbitant', 'prices', 'plain', 'meism', 'covid19']"
1848,46800,,13-03-2020,"When I checked my emails today, I'd received a Covid-19 update from every business, organization, camp, art centre, therapist, restaurant, school, daycare, dental office, retail store, recreation centre &amp; miscellaneous service that my family has ever provided an email address to.",Neutral,"['checked', 'emails', 'today', 'id', 'received', 'covid19', 'update', 'every', 'business', 'organization', 'camp', 'art', 'centre', 'therapist', 'restaurant', 'school', 'daycare', 'dental', 'office', 'retail', 'store', 'recreation', 'centre', 'amp', 'miscellaneous', 'service', 'family', 'ever', 'provided', 'email', 'address']"
1849,46801,"Minneapolis,  MN",13-03-2020,"COVID-19 TESTING AT TARGET, WALMART Chief executives of Target, Walgreens, Walmart and CVS pledged to make space available in their store parking lots to drive up and get swabbed by state health workers, starting as soon as Sunday https://t.co/SrtsIPs9ow #COVID19testing #retail",Neutral,"['covid19', 'testing', 'target', 'walmart', 'chief', 'executives', 'target', 'walgreens', 'walmart', 'cvs', 'pledged', 'make', 'space', 'available', 'store', 'parking', 'lots', 'drive', 'get', 'swabbed', 'state', 'health', 'workers', 'starting', 'soon', 'sunday', 'covid19testing', 'retail']"
1850,46802,"Minneapolis,  MN",13-03-2020,"DEMAND FOR ON-DEMAND DELIVERY Retailers serving shorter-term consumer needs, such as groceries, takeout food, and medication, should consider providing or ramping up on-demand delivery services in the current climate. https://t.co/3sBa6Kclkp #retailing #ondemandapp #retail",Extremely Negative,"['demand', 'ondemand', 'delivery', 'retailers', 'serving', 'shorterterm', 'consumer', 'needs', 'groceries', 'takeout', 'food', 'medication', 'consider', 'providing', 'ramping', 'ondemand', 'delivery', 'services', 'current', 'climate', 'retailing', 'ondemandapp', 'retail']"
1851,46803,socially interactive pub,13-03-2020,#MorningJoe Lower oil prices is not a massive boom It is attack upon #USA economy by #Russians and #Saudis. @realDonaldTrump should sanction today 50% on any Nation using Saudi or Russian oil 0% tariff for products made with US oil. This was economic attack on top of #Covid_19 https://t.co/yfB6VY4sk7,Extremely Negative,"['morningjoe', 'lower', 'oil', 'prices', 'massive', 'boom', 'attack', 'upon', 'usa', 'economy', 'russians', 'saudis', 'realdonaldtrump', 'sanction', 'today', '50', 'nation', 'using', 'saudi', 'russian', 'oil', '0', 'tariff', 'products', 'made', 'us', 'oil', 'economic', 'attack', 'top', 'covid19']"
1852,46804,"Mobile, AL",13-03-2020,"Panic everywhere.  Runs on food, toilet paper, bleach, the stock market.  If the virus doesn't kill you, your savings will be wiped out and you probably won't have a job. This response is needlessly destructive. #Coronavirus #panic #ToiletPaperApocalypse",Extremely Negative,"['panic', 'everywhere', 'runs', 'food', 'toilet', 'paper', 'bleach', 'stock', 'market', 'virus', 'doesnt', 'kill', 'savings', 'wiped', 'probably', 'wont', 'job', 'response', 'needlessly', 'destructive', 'coronavirus', 'panic', 'toiletpaperapocalypse']"
1853,46805,"Swansea, Wales",13-03-2020,"Pity the millennial-hating reactionary who arrives at the supermarket for a bit of viral panic-buying, only to discover that all thats left is wholewheat pasta and recycled bog roll. 

#Covid_19",Extremely Negative,"['pity', 'millennialhating', 'reactionary', 'arrives', 'supermarket', 'bit', 'viral', 'panicbuying', 'discover', 'that\x92s', 'left', 'wholewheat', 'pasta', 'recycled', 'bog', 'roll', 'covid19']"
1854,46806,"Glasgow, Scotland",13-03-2020,"At my local Tesco store, Alot of ppl are panic buying food 'n stuff, up to the point that there's no more toilet paper left. it's absolutely INSANE.
#CoronaVirus #Covid_19 #CoronaOutbreak #Tesco #panicbuying #tolietpapercrisis https://t.co/H0tbym6VCX",Extremely Negative,"['local', 'tesco', 'store', 'alot', 'ppl', 'panic', 'buying', 'food', 'n', 'stuff', 'point', 'theres', 'toilet', 'paper', 'left', 'absolutely', 'insane', 'coronavirus', 'covid19', 'coronaoutbreak', 'tesco', 'panicbuying', 'tolietpapercrisis']"
1855,46807,"Wigston, Leicester",13-03-2020,"#coronavirus wont be the death of me, starvation will be as shops all sold out of food ????? weve slowly become America &amp; now stock piled everything leaving nothing on the shelves &amp; millions of pounds profits for the supermarkets who record better months sales than at Christmas",Extremely Positive,"['coronavirus', 'won\x92t', 'death', 'starvation', 'shops', 'sold', 'food', 'we\x92ve', 'slowly', 'become', 'america', 'amp', 'stock', 'piled', 'everything', 'leaving', 'nothing', 'shelves', 'amp', 'millions', 'pounds', 'profits', 'supermarkets', 'record', 'better', 'months', 'sales', 'christmas']"
1856,46808,Bedworth,13-03-2020,"Remember to leave some things on the supermarket shelf's for others &amp; to donate to food banks. We can slow this down together we don't need this useless government.
Look after each other
#flatenthecurve 
#Covid_19 https://t.co/ahNnQYjtCS",Negative,"['remember', 'leave', 'things', 'supermarket', 'shelfs', 'others', 'amp', 'donate', 'food', 'banks', 'slow', 'together', 'dont', 'need', 'useless', 'government', 'look', 'flatenthecurve', 'covid19']"
